client,flv_ok,connect_ms,window_bytes,max_stall_ms,cv_percent,err
646,true,111.7,10396793,4970,62.70,""
647,true,112.3,10470026,4944,67.84,""
648,true,111.4,10470026,4979,65.35,""
649,true,86.5,5479683,4994,120.11,""
650,true,86.8,8128897,4955,103.43,""
651,true,87.1,10525626,4997,68.20,""
652,true,77.2,10470026,4999,102.11,""
653,true,79.9,10470026,5001,64.55,""
654,true,75.8,9983043,5009,58.90,""
655,true,113.1,10470026,4963,64.34,""
656,true,114.3,10126016,4970,75.93,""
657,true,101.4,10433277,4949,66.96,""
658,true,58.2,10470026,5025,84.40,""
659,true,78.4,7059358,5011,66.95,""
660,true,79.2,8288707,4989,63.06,""
661,true,79.6,8114331,4999,57.05,""
662,true,81.2,10470026,4994,79.26,""
663,true,105.6,7116623,4976,69.78,""
664,true,61.7,10161695,5018,58.59,""
665,true,48.2,10470026,5042,70.34,""
666,true,57.0,5200635,5030,49.08,""
667,true,54.3,10526080,5037,65.16,""
668,true,54.8,4740664,5027,56.86,""
669,true,55.3,10448929,4997,67.47,""
670,true,133.4,9126501,4941,67.75,""
671,true,79.9,10448929,5008,57.01,""
672,true,80.3,10448929,4986,58.14,""
673,true,104.5,4089199,4933,49.96,""
674,true,56.3,9928338,5022,56.58,""
675,true,56.8,3912029,5014,42.14,""
676,true,56.9,10448929,5007,65.57,""
677,true,76.2,10433277,4976,103.17,""
678,true,53.2,10470026,5024,65.73,""
679,true,53.7,9570638,5034,77.77,""
680,true,54.2,10448929,5009,68.70,""
681,true,54.8,5826814,5017,72.52,""
682,true,55.3,10470026,5031,71.44,""
683,true,38.3,10525626,5004,87.18,""
684,true,37.8,10448929,5020,69.32,""
685,true,37.1,10470026,5034,59.00,""
686,true,36.0,9983043,5057,60.56,""
687,true,35.1,10448929,5006,76.59,""
688,true,90.4,10232540,4986,64.49,""
689,true,55.7,4989885,5018,40.06,""
690,true,38.0,10525626,5049,61.46,""
691,true,37.6,5003723,5004,58.84,""
692,true,37.5,3523463,5015,50.14,""
693,true,37.4,9391690,5051,70.68,""
694,true,36.5,10448929,5041,83.37,""
695,true,36.3,10525626,5045,80.49,""
696,true,35.9,2737260,5195,40.96,""
697,true,35.4,10525626,5049,74.90,""
698,true,35.5,10470026,5048,69.16,""
699,true,35.3,7614591,5046,56.88,""
700,true,34.8,6151563,5043,62.72,""
701,true,35.5,10470026,5038,64.04,""
702,true,34.0,10470026,5039,75.35,""
703,true,103.3,10448929,4985,85.33,""
704,true,59.2,10525626,5017,86.49,""
705,true,77.3,3439347,4961,59.56,"unexpected EOF"
706,true,55.0,9983043,5023,82.19,""
707,true,54.5,10448929,5029,59.87,""
708,true,55.6,10525626,5031,60.61,""
709,true,37.6,10176293,5034,77.73,""
710,true,37.2,9996803,5019,62.88,""
711,true,53.8,10470026,5030,62.84,""
712,true,56.8,10052614,5028,68.07,""
713,true,33.7,10470026,5040,57.65,""
714,true,33.6,10448929,5009,66.80,""
715,true,79.0,8725481,5010,57.32,""
716,true,109.4,9748223,4957,73.99,""
717,true,36.7,10525626,5044,69.61,""
718,true,66.0,7221245,5014,78.10,""
719,true,36.5,9150149,5015,63.93,""
720,true,58.2,10100132,5026,100.02,""
721,true,81.4,4638618,5004,50.26,""
722,true,90.1,8223171,4955,49.68,""
723,true,46.6,9763782,5001,66.99,""
724,true,91.3,10126016,4987,61.41,""
725,true,78.9,10542424,5002,64.16,""
726,true,66.1,10370807,5015,76.76,""
727,true,67.1,1422964,15415,61.19,""
728,true,113.2,5787878,4961,35.98,""
729,true,106.3,10470026,4941,69.32,""
730,true,116.0,10525626,4974,62.73,""
731,true,117.0,10470026,4967,70.01,""
732,true,58.5,10448929,5026,71.93,""
733,true,92.6,5304953,4991,84.07,""
734,true,35.6,10525626,5018,69.65,""
735,true,35.2,3487888,6126,71.10,"unexpected EOF"
736,true,34.1,7037249,6999,101.55,""
737,true,35.5,6620635,5049,70.20,""
738,true,36.6,10525626,5052,85.92,""
739,true,34.2,3412358,5043,56.57,""
740,true,36.2,689,0,0.00,"unexpected EOF"
741,true,38.2,8128897,5046,58.23,""
742,true,106.9,10470026,4985,59.95,""
743,true,90.8,9983043,4998,67.24,""
744,true,122.4,10336071,4931,73.80,""
745,true,136.1,6086027,7041,56.26,""
746,true,88.7,10470026,4994,74.43,""
747,true,113.9,5658249,4936,187.43,""
748,true,113.6,7457738,4970,42.78,""
749,true,137.0,1251815,66487,53.22,""
750,true,83.1,5418746,5005,68.89,""
751,true,83.7,6927976,5006,74.14,""
752,true,102.2,10470026,4940,86.98,""
753,true,43.8,1940772,7320,64.68,"unexpected EOF"
754,true,82.1,9014621,5005,97.31,""
755,true,60.3,6496689,4995,127.88,""
756,true,84.0,5305278,4972,55.17,""
757,true,59.3,9983043,5019,68.35,""
758,true,61.6,10470026,5031,58.25,""
759,true,45.3,10470026,5035,64.24,""
760,true,109.1,4899982,4974,44.41,""
761,true,69.9,2830169,5593,56.58,"unexpected EOF"
762,true,62.0,5405115,5009,94.57,""
763,true,69.6,10448929,5004,63.88,""
764,true,122.8,9884049,4964,88.11,""
765,true,69.9,10470026,4977,74.24,""
766,true,47.6,6100509,5037,45.90,""
767,true,96.3,10387517,4977,67.69,""
768,true,94.3,6571940,4987,64.54,""
769,true,67.8,6024929,5021,74.12,""
770,true,37.8,10396793,5040,67.48,""
771,true,109.7,10448929,4956,62.47,""
772,true,54.6,10525626,5019,54.47,""
773,true,77.6,10326309,5003,60.37,""
774,true,112.8,10073006,4961,69.98,""
775,true,56.9,7791011,5020,65.64,""
776,true,88.8,7221245,4988,91.26,""
777,true,78.4,4838051,4980,92.18,""
778,true,54.3,4238680,5017,50.84,""
779,true,54.9,10448929,4997,86.79,""
780,true,114.1,3851219,4931,48.37,""
781,true,49.9,10118150,5020,53.97,""
782,true,102.4,10448929,4984,78.44,""
783,true,56.3,7925138,5033,56.30,""
784,true,53.5,10470026,4995,77.24,""
785,true,54.7,9004640,5018,69.32,""
786,true,55.2,10470026,5021,79.57,""
787,true,55.6,10525626,5003,75.13,""
788,true,38.0,10470026,5019,67.14,""
789,true,37.0,9928338,5055,68.50,""
790,true,36.2,6859339,5027,39.85,""
791,true,36.4,10370807,5051,57.90,""
792,true,34.2,4854357,5010,52.64,""
793,true,35.0,9951334,5045,76.40,""
794,true,35.1,10448929,5037,74.00,""
795,true,36.5,10126016,5015,87.01,""
796,true,67.2,10161695,5008,70.72,""
797,true,33.8,10470026,5050,67.76,""
798,true,68.5,10470900,4984,69.57,""
799,true,107.1,10448929,4973,58.21,""
800,true,61.6,10448929,5026,70.71,""
801,true,58.1,9951334,5033,68.63,""
802,true,40.5,10387517,5048,67.92,""
803,true,39.2,4924349,5042,65.09,""
804,true,58.8,6951835,5032,81.63,""
805,true,114.6,8336029,4979,59.62,""
806,true,68.3,10470026,5024,73.80,""
807,true,68.3,10470026,5010,61.91,""
808,true,66.0,3254227,5023,94.49,"unexpected EOF"
809,true,67.9,10448929,5007,62.38,""
810,true,58.5,10470026,5025,67.06,""
811,true,90.7,4291058,5029,48.52,""
812,true,112.0,10448929,4967,76.06,""
813,true,77.5,10470026,4997,60.91,""
814,true,79.3,5716266,4973,43.15,""
815,true,79.7,10218535,4962,74.40,""
816,true,80.8,10194700,5007,60.98,""
817,true,56.0,10470026,5008,75.27,""
818,true,100.4,4295812,5245,44.25,""
819,true,75.5,10100132,5010,62.96,""
820,true,113.2,9061450,4957,86.53,""
821,true,113.5,10448929,4967,65.26,""
822,true,38.8,5874332,5006,52.01,""
823,true,75.8,5812238,5014,45.37,""
824,true,77.7,4831582,4971,111.63,""
825,true,55.3,10448929,4995,87.00,""
826,true,88.8,10185695,4966,57.99,""
827,true,76.9,10525626,5009,74.55,""
828,true,76.5,8274617,5001,68.21,""
829,true,104.9,1934493,6028,34.28,"unexpected EOF"
830,true,113.6,7037249,4929,46.64,""
831,true,103.4,9884049,4964,60.30,""
832,true,28.8,10470026,5065,78.04,""
833,true,109.4,4573271,4953,141.76,""
834,true,110.9,10525626,4966,53.79,""
835,true,111.1,5662655,4968,59.20,""
836,true,118.8,10176293,4950,61.39,""
837,true,114.1,7583551,4943,67.77,""
838,true,53.3,9163002,4990,61.37,""
839,true,53.9,10525626,4985,62.12,""
840,true,54.4,5306176,4984,61.34,""
841,true,65.0,10470026,5020,81.28,""
842,true,55.8,8128897,4989,56.70,""
843,true,37.5,10448929,5046,85.73,""
844,true,37.4,10433277,5039,66.94,""
845,true,36.5,7900778,5049,70.66,""
846,true,35.4,10433277,5049,58.46,""
847,true,35.9,10470026,5034,70.15,""
848,true,91.5,9983043,4956,65.23,""
849,true,103.5,10433277,4985,82.24,""
850,true,107.7,7883903,4976,64.96,""
851,true,78.9,5379000,5005,55.98,""
852,true,108.5,8798882,4970,88.01,""
853,true,84.9,5781802,4993,79.44,""
854,true,118.4,10448929,4974,68.91,""
855,true,62.0,10448929,5026,79.38,""
856,true,56.8,3029583,4993,56.35,""
857,true,59.4,10470026,5021,71.62,""
858,true,117.4,10285308,4966,75.44,""
859,true,123.5,10470026,4933,66.71,""
860,true,36.6,10433277,5036,63.50,""
861,true,75.7,7352642,5008,75.29,""
862,true,75.8,7175408,4994,58.17,""
863,true,76.2,10470026,4995,59.47,""
864,true,76.8,10448929,4969,78.04,""
865,true,77.3,10470026,4977,72.34,""
866,true,78.0,3381850,4983,64.62,""
867,true,102.3,10311827,4941,75.43,""
868,true,53.9,10525626,4989,68.54,""
869,true,54.3,7756401,4988,75.85,""
870,true,54.6,10525626,4995,71.99,""
871,true,74.3,10470026,4994,60.07,""
872,true,55.2,10470026,5026,64.93,""
873,true,62.2,6942948,5006,80.19,""
874,true,37.5,689,0,0.00,"unexpected EOF"
875,true,53.6,8320377,5016,97.89,""
876,true,44.6,10396793,5043,65.06,""
877,true,54.2,10448929,5001,75.32,""
878,true,37.7,10470026,5050,78.15,""
879,true,74.1,10470026,5010,61.01,""
880,true,113.3,10525626,4926,82.78,""
881,true,74.3,9983043,5006,53.49,""
882,true,63.1,10525626,5009,108.91,""
883,true,55.0,8003163,5562,50.83,""
884,true,114.2,10470026,4925,77.68,""
885,true,79.1,5939868,4965,63.16,""
886,true,56.5,5470651,5022,61.03,""
887,true,80.3,10448929,5009,89.38,""
888,true,56.6,10126016,5012,60.90,""
889,true,57.0,10336071,5001,72.33,""
890,true,58.0,10063105,4988,68.28,""
891,true,103.9,10052614,4946,83.38,""
892,true,41.6,10448929,5020,88.51,""
893,true,80.8,10448929,5002,51.46,""
894,true,81.5,6828915,4973,108.00,""
895,true,53.2,8898403,5023,67.19,""
896,true,53.1,10525626,5024,76.27,""
897,true,53.5,10470026,5000,67.98,""
898,true,54.0,10433277,4993,81.42,""
899,true,54.5,10396793,4985,82.26,""
900,true,55.1,1590903,7164,80.96,"unexpected EOF"
901,true,55.6,10448929,5024,85.91,""
902,true,38.0,7640358,5048,67.54,""
903,true,36.8,2830169,5724,52.08,"unexpected EOF"
904,true,36.5,4617128,5024,63.75,""
905,true,36.1,4815076,12054,60.91,""
906,true,105.1,5069259,4935,79.62,""
907,true,35.7,10470026,5018,68.41,""
908,true,34.3,10161695,5027,79.15,""
909,true,34.9,9630915,5008,57.23,""
910,true,33.6,10470026,5045,104.76,""
911,true,103.3,10448929,4987,82.48,""
912,true,33.8,9384951,5158,66.90,""
913,true,81.9,4649797,4974,53.16,""
914,true,58.8,10448929,5033,88.44,""
915,true,82.7,8274617,5005,63.27,""
916,true,106.5,4621788,4970,65.29,""
917,true,81.7,10448929,4971,64.97,""
918,true,107.5,8357126,4951,75.96,""
919,true,107.4,8864418,4944,71.11,""
920,true,60.9,10448929,5021,90.89,""
921,true,42.7,10470026,5021,77.18,""
922,true,80.2,9942066,5007,81.58,""
923,true,57.5,2743573,9928,50.62,"unexpected EOF"
924,true,36.4,9126501,5048,202.63,""
925,true,107.3,6869530,4985,76.64,""
926,true,54.6,10525626,5025,75.27,""
927,true,74.2,10470026,5007,64.88,""
928,true,110.7,10448929,4974,86.42,""
929,true,40.5,5853414,5011,61.61,""
930,true,111.8,10525626,4959,74.41,""
931,true,109.4,8674803,4929,63.97,""
932,true,76.5,10370807,4984,54.92,""
933,true,53.4,7622972,5028,48.80,""
934,true,82.1,9928338,5002,62.01,""
935,true,34.3,3340645,5045,75.74,""
936,true,36.4,10525626,5047,62.38,""
937,true,33.8,10448929,5049,81.64,""
938,true,33.8,5258175,5056,49.76,""
939,true,36.6,10218535,5039,69.04,""
940,true,117.6,10311827,4963,63.72,""
941,true,84.2,6762697,4995,177.09,""
942,true,84.4,10470026,5005,59.81,""
943,true,56.7,10470026,5020,67.93,""
944,true,107.1,10260236,4981,96.99,""
945,true,47.5,10525626,5015,88.53,""
946,true,47.8,10470026,5003,93.30,""
947,true,47.5,10470026,4998,83.10,""
948,true,93.7,8995003,4988,64.30,""
949,true,116.0,10448929,4970,56.16,""
950,true,61.6,10470026,5013,63.75,""
951,true,46.5,6058271,5001,90.91,""
952,true,57.3,10525626,5018,86.93,""
953,true,108.9,10506458,4971,81.09,""
954,true,91.9,9928338,4992,62.49,""
955,true,106.4,5093615,4972,111.48,""
956,true,93.1,10525626,4966,96.58,""
957,true,84.0,10336071,4993,66.60,""
958,true,56.7,10176293,5037,59.32,""
959,true,57.3,5910770,5011,50.90,""
960,true,35.6,10470026,5055,73.54,""
961,true,53.2,9903911,5030,81.73,""
962,true,37.3,7340106,5036,76.39,""
963,true,83.1,10470026,4961,75.38,""
964,true,83.6,5716266,4996,76.83,""
965,true,113.2,10470026,4976,68.57,""
966,true,54.0,3423406,5034,76.54,"unexpected EOF"
967,true,54.3,3892096,5305,64.04,"unexpected EOF"
968,true,76.3,10448929,5006,77.60,""
969,true,78.5,4981900,4998,44.92,""
970,true,133.1,4797022,4918,78.39,""
971,true,118.7,7846368,6543,91.10,""
972,true,64.4,3762597,4998,45.71,""
973,true,62.1,10100132,5022,80.71,""
974,true,63.8,10470026,5018,89.38,""
975,true,64.8,3799309,5014,37.60,""
976,true,118.6,2830169,5390,58.04,"unexpected EOF"
977,true,63.8,10470026,4984,62.42,""
978,true,91.8,10470026,4998,67.40,""
979,true,36.3,9928338,5050,65.71,""
980,true,63.8,10470026,4992,59.69,""
981,true,89.5,5877774,4952,56.93,""
982,true,63.1,10525626,5015,82.84,""
983,true,119.0,10470026,4965,69.57,""
984,true,90.1,10470026,4983,84.28,""
985,true,62.5,9928338,5023,73.43,""
986,true,62.2,9928338,5014,62.95,""
987,true,62.7,10448929,5019,67.27,""
988,true,117.9,10311827,4923,67.63,""
989,true,63.8,4958010,5008,62.61,""
990,true,86.0,9928338,4991,81.60,""
991,true,86.4,10176293,4993,66.65,""
992,true,46.0,10470026,5023,103.33,""
993,true,43.8,10470026,5028,77.38,""
994,true,43.4,10470026,5034,76.03,""
995,true,87.3,10470026,4951,55.97,""
996,true,84.3,10370807,4982,62.79,""
997,true,132.7,10448929,4955,98.30,""
998,true,131.7,10470026,4950,72.98,""
999,true,89.7,3644737,5323,44.82,""
1000,true,102.3,6086027,4988,63.37,""
1001,true,45.2,10448929,5023,77.76,""
1002,true,54.5,6505922,5013,73.96,""
1003,true,99.6,7728736,4950,67.27,""
1004,true,90.1,5379000,4996,45.68,""
1005,true,53.7,10126016,5012,80.25,""
1006,true,54.1,10470026,5029,69.30,""
1007,true,54.6,10038038,5007,81.62,""
1008,true,55.1,7538041,5035,54.23,""
1009,true,38.1,5702538,5053,111.28,""
1010,true,38.0,8500650,5051,66.64,""
1011,true,37.7,10470026,5037,69.29,""
1012,true,77.0,10470026,5000,54.06,""
1013,true,34.1,10448929,5052,62.59,""
1014,true,34.3,9246965,5056,61.80,""
1015,true,36.2,10470026,5057,52.01,""
1016,true,34.0,10470026,5038,84.96,""
1017,true,36.2,5768074,5047,54.44,""
1018,true,83.6,7371075,4999,54.96,""
1019,true,81.1,10470026,4999,68.99,""
1020,true,61.8,10470026,5019,70.97,""
1021,true,58.4,380809,5329,49.30,"unexpected EOF"
1022,true,79.5,3583342,6151,83.58,"unexpected EOF"
1023,true,116.7,6901721,4923,85.47,""
