client,flv_ok,bytes,duration_seconds,err
0,true,3349035,10.012,""
1,true,3349035,10.013,""
2,true,3349035,10.012,""
3,true,3349035,10.013,""
4,true,3349035,10.013,""
5,true,3349035,10.014,""
6,true,3349035,10.014,""
7,true,3349035,10.014,""
8,true,3349035,10.014,""
9,true,3349035,10.013,""
10,true,3349035,10.013,""
11,true,3349035,10.013,""
12,true,3349035,10.013,""
13,true,3349035,10.013,""
14,true,3349035,10.013,""
15,true,3349035,10.015,""
16,true,3349035,10.014,""
17,true,3349035,10.014,""
18,true,3349035,10.013,""
19,true,3349035,10.013,""
20,true,3349035,10.014,""
21,true,3349035,10.012,""
22,true,3349035,10.012,""
23,true,3349035,10.013,""
24,true,3349035,10.014,""
25,true,3349035,10.013,""
26,true,3349035,10.013,""
27,true,3349035,10.014,""
28,true,3349035,10.013,""
29,true,3349035,10.013,""
30,true,3349035,10.013,""
31,true,3349035,10.014,""
32,true,3349035,10.012,""
33,true,3349035,10.012,""
34,true,3349035,10.013,""
35,true,3349035,10.013,""
36,true,3349035,10.015,""
37,true,3349035,10.013,""
38,true,3349035,10.013,""
39,true,3349035,10.015,""
40,true,3349049,10.014,""
41,true,3349035,10.013,""
42,true,3349035,10.013,""
43,true,3349035,10.013,""
44,true,3349035,10.014,""
45,true,3349035,10.014,""
46,true,3349035,10.014,""
47,true,3349035,10.014,""
48,true,3349035,10.013,""
49,true,3349035,10.014,""
50,true,3349035,10.014,""
51,true,3349035,10.013,""
52,true,3349035,10.014,""
53,true,3349035,10.012,""
54,true,3349035,10.014,""
55,true,3349035,10.014,""
56,true,3349035,10.014,""
57,true,3349035,10.013,""
58,true,3349035,10.013,""
59,true,3349035,10.012,""
60,true,3349035,10.013,""
61,true,3349035,10.015,""
62,true,3349035,10.013,""
63,true,3349035,10.013,""
AGGREGATE,,total_bytes=214338254,elapsed=10.015,
