client,flv_ok,bytes,duration_seconds,err
84,true,3292228,10.021,""
85,true,3114319,9.999,""
86,true,3292228,10.065,""
87,true,3292228,10.073,""
88,true,3292228,10.093,""
89,true,1610752,10.004,""
90,true,3292228,10.111,""
91,true,3292228,10.113,""
92,true,3292228,10.041,""
93,true,3292228,10.111,""
94,true,3292228,10.108,""
95,true,3292228,10.047,""
96,true,3292228,10.112,""
97,true,3292228,10.030,""
98,true,2884085,10.020,""
99,true,3292228,10.071,""
100,true,2869013,10.799,""
101,true,3292228,10.070,""
102,true,3114319,10.386,""
103,true,1899257,10.138,""
104,true,3246718,10.004,""
105,true,3292228,10.044,""
106,true,3292228,10.050,""
107,true,3292228,10.108,""
108,true,2771544,10.037,""
109,true,3292228,10.082,""
110,true,3292228,10.081,""
111,true,3127865,10.190,""
112,true,3292228,10.064,""
113,true,3292228,10.047,""
114,true,813701,9.995,""
115,true,3292228,10.033,""
116,true,3292228,10.037,""
117,true,3184278,10.002,""
118,true,3292228,10.114,""
119,true,3292228,10.064,""
120,true,2758779,10.194,""
121,true,3292228,10.037,""
122,true,3292228,10.022,""
123,true,3292228,10.065,""
124,true,3292228,10.090,""
125,true,3292228,10.040,""
126,true,3292228,10.050,""
127,true,3292228,10.062,""
128,true,3292228,10.031,""
129,true,3038807,10.117,""
130,true,3114319,10.021,""
131,true,3292228,10.065,""
132,true,3292228,10.050,""
133,true,3292228,10.119,""
134,true,3145288,10.014,""
135,true,3292228,10.025,""
136,true,3292228,10.092,""
137,true,2451856,10.126,""
138,true,1743113,10.670,""
139,true,2980728,10.000,""
140,true,1271540,9.996,""
141,true,2869013,10.001,""
142,true,3292228,10.094,""
143,true,3292228,10.034,""
144,true,3292228,10.121,""
145,true,3292228,10.068,""
146,true,3292228,10.121,""
147,true,3292228,10.028,""
148,true,3292228,10.073,""
149,true,3292228,10.044,""
150,true,3292228,10.074,""
151,true,2926601,10.084,""
152,true,3292228,10.072,""
153,true,3292228,10.174,""
154,true,3292228,10.052,""
155,true,3038807,10.018,""
156,true,3231951,10.084,""
157,true,3292228,10.024,""
158,true,3292228,10.038,""
159,true,3170188,10.001,""
160,true,3292228,10.085,""
161,true,3292228,10.051,""
162,true,3292228,10.068,""
163,true,2884085,10.006,""
164,true,3292228,10.045,""
165,true,1521857,10.112,""
166,true,3292228,10.035,""
167,true,3292228,10.119,""
168,true,3292228,10.111,""
169,true,3292228,10.073,""
170,true,3292228,10.054,""
171,true,3292228,10.043,""
172,true,3292228,10.037,""
173,true,3292228,10.073,""
174,true,3292228,10.114,""
175,true,3292228,10.072,""
176,true,3292228,10.178,""
177,true,3292228,10.074,""
178,true,3292228,10.053,""
179,true,3292228,10.034,""
180,true,3292228,10.073,""
181,true,2811462,10.344,""
182,true,3292228,10.052,""
183,true,3292228,10.069,""
184,true,3256112,10.005,""
185,true,3292228,10.072,""
186,true,3292228,10.070,""
187,true,3292228,10.117,""
188,true,3292228,10.037,""
189,true,3292228,10.047,""
190,true,3292228,10.028,""
191,true,3203010,10.002,""
192,true,3114319,10.081,""
193,true,3246718,10.021,""
194,true,3292228,10.025,""
195,true,2437526,10.110,""
196,true,2083975,10.135,""
197,true,3292228,10.065,""
198,true,3266113,10.014,""
199,true,3292228,10.055,""
200,true,3292228,10.035,""
201,true,3292228,10.037,""
202,true,2926601,10.032,""
203,true,3136618,10.301,""
204,true,3292228,10.035,""
205,true,3292228,10.025,""
206,true,3184278,10.009,""
207,true,3203010,10.010,""
208,true,3292228,10.120,""
209,true,3170188,10.015,""
210,true,3292228,10.075,""
211,true,3292228,10.070,""
212,true,3292228,10.122,""
213,true,3292228,10.064,""
214,true,3292228,10.072,""
215,true,3292228,10.068,""
216,true,3292228,10.021,""
217,true,3292228,10.070,""
218,true,3292228,10.112,""
219,true,3292228,10.082,""
220,true,3292228,10.120,""
221,true,3292228,10.108,""
